timestamp,num_process,num_fds,num_conn,num_ssh,num_active_users,cpu_usage,cpu_load,ram,tx_bytes,rx_bytes,failed_logins
54868,169,26682,1,0,1,0.2,5.0,37.8,488.0,2572.0,0
54891,169,26682,1,0,1,0.2,4.5,37.8,578.0,2698.0,0
54914,169,26682,1,0,1,0.0,4.5,37.8,488.0,2434.0,0
54937,169,26682,1,0,1,0.5,4.5,37.8,578.0,2584.0,0
54960,169,26682,1,0,1,0.2,4.5,37.8,578.0,2602.0,0
54983,169,26682,1,0,1,0.7,4.5,37.8,488.0,2494.0,0
55006,169,26682,1,0,1,0.5,5.0,37.8,578.0,2794.0,0
55029,169,26682,1,0,1,0.5,5.0,37.8,488.0,2200.0,0
55051,169,26682,1,0,1,0.5,4.5,37.8,578.0,2602.0,0
55075,169,26682,1,0,1,0.3,4.5,37.8,488.0,2296.0,0
55097,166,26673,1,0,1,0.5,4.5,37.8,518.0,2602.0,0
55121,166,26673,1,0,1,0.2,4.5,37.9,548.0,2668.0,0
55144,166,26674,1,0,1,0.2,4.5,37.8,518.0,2386.0,0
55167,166,26673,1,0,1,0.7,4.5,37.8,488.0,2410.0,0
55189,166,26673,1,0,1,1.2,4.5,37.8,578.0,2644.0,0
55212,166,26673,1,0,1,0.2,4.0,37.8,488.0,2332.0,0
55235,166,26673,1,0,1,0.2,4.0,37.8,518.0,2566.0,0
55258,166,26674,1,0,1,14.6,4.0,35.0,548.0,3070.0,0
55281,156,22251,1,0,1,0.0,4.5,34.3,518.0,3532.0,0
55303,156,22251,1,0,1,0.2,5.0,34.3,488.0,2452.0,0
55326,156,22328,1,0,1,0.2,4.5,34.3,578.0,2578.0,0
55348,156,22251,1,0,1,0.3,4.5,34.3,488.0,2452.0,0
55371,156,22251,1,0,1,0.2,4.5,34.3,518.0,2524.0,0
55393,156,22251,1,0,1,0.0,5.0,34.3,548.0,2416.0,0
55416,156,22251,1,0,1,0.2,5.0,34.3,518.0,2662.0,0
55438,156,22251,1,0,1,0.2,5.0,34.3,548.0,2374.0,0
55461,156,22251,1,0,1,0.0,5.0,34.3,518.0,2602.0,0
55483,156,22251,1,0,1,0.7,5.0,34.3,548.0,2554.0,0
55506,156,22251,1,0,1,0.2,5.0,34.3,518.0,2602.0,0
55528,156,22251,1,0,1,1.0,5.0,34.3,488.0,2872.0,0
55550,156,22251,1,0,1,0.7,4.5,34.3,578.0,2620.0,0
55573,156,22251,1,0,1,0.0,4.5,34.3,550.0,2410.0,0
55596,154,22245,1,0,1,0.3,4.5,34.3,518.0,2716.0,0
55618,154,22245,1,0,1,0.0,4.0,34.3,548.0,2374.0,0
55641,154,22245,1,0,1,0.2,4.0,34.3,518.0,2584.0,0
55663,154,22245,1,0,1,0.0,4.5,34.3,398.0,2386.0,0
55686,154,22245,1,0,1,0.2,4.0,34.3,638.0,2884.0,0
55709,154,22245,1,0,1,0.0,4.5,34.3,398.0,2422.0,0
55731,154,22245,1,0,1,0.5,4.5,34.3,578.0,2800.0,0
55754,154,22245,1,0,1,1.0,4.5,34.3,548.0,2488.0,0
55776,154,22245,1,0,1,0.0,4.5,34.3,578.0,2704.0,0
55799,154,22245,1,0,1,0.0,4.5,34.3,488.0,2356.0,0
55821,154,22245,1,0,1,0.0,4.5,34.3,638.0,2740.0,0
55844,155,22248,1,0,1,0.5,5.0,34.3,488.0,2476.0,0
55866,155,22248,1,0,1,0.5,4.5,34.3,638.0,2488.0,0
55889,155,22248,1,0,1,0.0,4.5,34.3,488.0,2686.0,0
55912,155,22248,1,0,1,0.0,4.5,34.3,638.0,2662.0,0
55934,155,22248,1,0,1,0.2,4.5,34.3,488.0,2314.0,0
55957,169,26979,1,0,1,0.8,4.5,37.9,578.0,2566.0,0
55979,168,26688,1,0,1,0.7,4.5,38.1,488.0,2236.0,0
56002,168,26688,1,0,1,0.2,4.5,38.1,578.0,2584.0,0
56024,168,26688,1,0,1,0.0,4.5,38.1,488.0,2494.0,0
56047,168,26688,1,0,1,0.5,4.5,38.1,578.0,2524.0,0
56070,168,26688,1,0,1,0.5,5.0,38.1,398.0,2326.0,0
56092,168,26688,1,0,1,0.5,5.0,38.1,578.0,2542.0,0
56115,168,26688,1,0,1,0.5,5.0,38.1,488.0,2296.0,0
56138,168,26688,1,0,1,0.5,5.0,38.1,578.0,2602.0,0
56160,168,26688,1,0,1,0.2,5.0,38.1,488.0,2314.0,0
56183,168,26688,1,0,1,0.0,4.5,38.1,578.0,2602.0,0
56205,168,26688,1,0,1,0.7,4.5,38.2,488.0,2512.0,0
56228,170,26694,1,0,1,0.5,4.5,38.1,578.0,2446.0,0
56251,158,22299,1,0,1,3.5,5.0,34.3,398.0,2422.0,0
56273,157,22254,1,0,1,0.4,5.0,34.3,3730.0,5917.0,2
56296,156,22243,1,0,1,0.2,5.0,34.3,398.0,2122.0,0
56318,156,22243,1,0,1,0.0,5.0,34.3,578.0,2626.0,0
56341,156,22243,1,0,1,0.2,5.0,34.3,488.0,2278.0,0
56363,156,22243,1,0,1,0.0,4.5,34.3,578.0,2524.0,0
56386,156,22243,1,0,1,0.0,4.5,34.3,488.0,2530.0,0
56409,156,22243,1,0,1,0.2,4.5,34.3,578.0,2404.0,0
56431,155,22240,1,0,1,0.0,4.5,34.3,488.0,2512.0,0
56454,155,22240,1,0,1,0.0,4.5,34.3,578.0,2758.0,0
56477,155,22240,1,0,1,0.5,4.5,34.3,488.0,2140.0,0
56499,155,22240,1,0,1,0.5,4.0,34.3,578.0,2638.0,0
56522,153,22311,1,0,1,0.0,4.0,34.3,488.0,2278.0,0
56545,153,22234,1,0,1,0.0,4.0,34.3,578.0,2662.0,0
56567,153,22234,1,0,1,0.5,4.0,34.3,488.0,2392.0,0
56590,153,22234,1,0,1,0.5,4.0,34.3,578.0,2368.0,0
56613,153,22234,1,0,1,0.5,3.5000000000000004,34.3,578.0,2644.0,0
56635,153,22234,1,0,1,0.7,4.0,34.3,488.0,2494.0,0
56658,153,22234,1,0,1,0.5,4.0,34.3,578.0,2698.0,0
56680,153,22234,1,0,1,0.2,3.5000000000000004,34.3,488.0,2452.0,0
56703,153,22234,1,0,1,0.5,4.0,34.3,578.0,2464.0,0
56726,153,22234,1,0,1,0.2,3.5000000000000004,34.3,488.0,2452.0,0
56748,153,22234,1,0,1,0.2,3.5000000000000004,34.3,578.0,2620.0,0
56771,153,22234,1,0,1,0.2,3.5000000000000004,34.3,488.0,2452.0,0
56793,153,22234,1,0,1,0.5,3.5000000000000004,34.3,578.0,2740.0,0
56816,154,22237,1,0,1,0.0,3.5000000000000004,34.3,488.0,2434.0,0
56839,154,22237,1,0,1,0.3,4.0,34.3,578.0,2428.0,0
56861,154,22237,1,0,1,0.5,3.5000000000000004,34.3,488.0,2548.0,0
56884,154,22237,1,0,1,0.2,3.5000000000000004,34.3,578.0,2662.0,0
56906,154,22237,1,0,1,0.0,4.0,34.3,488.0,2374.0,0
56929,154,22237,1,0,1,0.2,4.0,34.3,578.0,2566.0,0
56951,154,22237,1,0,1,0.0,4.0,34.3,488.0,2278.0,0
56974,154,22237,1,0,1,0.2,4.0,34.3,578.0,2584.0,0
56997,154,22237,1,0,1,0.0,4.0,34.3,488.0,2512.0,0
57019,154,22237,1,0,1,0.2,4.5,34.3,578.0,2758.0,0
57042,154,22237,1,0,1,0.5,4.0,34.3,488.0,2470.0,0
57065,154,22237,1,0,1,0.2,4.0,34.3,578.0,2446.0,0
57087,154,22237,1,0,1,0.2,4.0,34.3,488.0,2494.0,0
57110,154,22237,1,0,1,1.0,4.5,34.3,578.0,2644.0,0
57133,153,22234,1,0,1,0.0,4.5,34.3,488.0,2470.0,0
57155,153,22234,1,0,1,0.2,4.5,34.3,578.0,2758.0,0
57178,153,22234,1,0,1,0.7,4.0,34.3,488.0,2434.0,0
57201,153,22234,1,0,1,0.5,4.0,34.3,578.0,2602.0,0
57223,153,22234,1,0,1,1.0,4.0,34.3,488.0,2374.0,0
57246,153,22234,1,0,1,0.0,4.0,34.3,488.0,2356.0,0
57268,153,22234,1,0,1,0.2,3.5000000000000004,34.3,488.0,2434.0,0
57291,153,22234,1,0,1,0.5,3.5000000000000004,34.3,578.0,2782.0,0
57313,154,22237,1,0,1,0.2,3.5000000000000004,34.3,488.0,2356.0,0
57336,153,22234,1,0,1,0.5,3.5000000000000004,34.3,578.0,2620.0,0
57359,154,22237,1,0,1,0.5,3.5000000000000004,34.3,488.0,2752.0,0
57381,154,22237,1,0,1,0.0,3.0,34.3,488.0,2410.0,0
57404,155,22248,1,0,1,0.2,3.5000000000000004,34.3,488.0,2476.0,0
57426,154,22237,1,0,1,0.0,3.0,34.3,578.0,2560.0,0
57449,154,22237,1,0,1,0.2,3.0,34.3,488.0,2452.0,0
57471,154,22237,1,0,1,0.5,3.0,34.3,578.0,2566.0,0
57494,154,22237,1,0,1,0.2,3.0,34.3,488.0,2254.0,0
57516,154,22237,1,0,1,0.2,3.0,34.3,578.0,2818.0,0
57539,154,22237,1,0,1,0.5,3.0,34.3,488.0,2416.0,0
57561,154,22237,1,0,1,0.0,3.0,34.3,488.0,2314.0,0
57584,154,22237,1,0,1,0.5,3.0,34.3,488.0,2590.0,0
57606,154,22237,1,0,1,0.5,2.5,34.3,488.0,2218.0,0
57629,153,22234,1,0,1,0.2,2.5,34.3,488.0,2452.0,0
57651,153,22234,1,0,1,0.0,2.5,34.3,578.0,2626.0,0
57674,153,22234,1,0,1,0.5,2.5,34.3,488.0,2356.0,0
57696,153,22234,1,0,1,0.2,2.0,34.3,578.0,2644.0,0
57718,153,22311,1,0,1,0.0,2.5,34.3,488.0,2608.0,0
57741,153,22234,1,0,1,0.2,2.5,34.3,488.0,2338.0,0
57763,153,22234,1,0,1,0.0,2.0,34.3,488.0,2470.0,0
57786,153,22234,1,0,1,0.5,2.5,34.3,488.0,2314.0,0
57809,153,22234,1,0,1,0.2,2.0,34.3,488.0,2530.0,0
57831,153,22234,1,0,1,0.0,2.0,34.3,578.0,2620.0,0
57853,153,22234,1,0,1,0.2,2.0,34.3,398.0,2164.0,0
57876,153,22234,1,0,1,0.0,2.0,34.3,578.0,2584.0,0
57898,153,22234,1,0,1,0.0,2.0,34.3,488.0,2572.0,0
57921,154,22237,1,0,1,0.2,1.5,34.3,548.0,2452.0,0
57943,154,22237,1,0,1,0.2,2.0,34.3,488.0,2512.0,0
57965,154,22237,1,0,1,0.2,2.0,34.3,548.0,2494.0,0
57988,154,22237,1,0,1,0.2,2.0,34.3,488.0,2434.0,0
58011,154,22237,1,0,1,0.0,2.0,34.3,638.0,2878.0,0
58033,154,22237,1,0,1,0.0,2.5,34.3,488.0,2470.0,0
58055,154,22237,1,0,1,0.2,2.5,34.3,638.0,2644.0,0
58078,154,22237,1,0,1,0.5,2.5,34.3,488.0,2530.0,0
58100,154,22237,1,0,1,0.0,2.5,34.3,548.0,2338.0,0
58123,154,22237,1,0,1,0.5,2.0,34.3,488.0,2434.0,0
58145,169,26921,1,0,1,0.2,2.5,37.8,638.0,2620.0,0
58168,169,26682,1,0,1,0.2,2.5,37.8,488.0,2236.0,0
58190,169,26682,1,0,1,0.2,2.0,37.8,638.0,2704.0,0
58213,169,26682,1,0,1,0.2,2.0,38.0,428.0,2410.0,0
58235,169,26682,1,0,1,0.3,2.0,38.0,638.0,2782.0,0
58258,169,26682,1,0,1,0.5,2.0,38.0,428.0,2452.0,0
58280,169,26682,1,0,1,0.2,2.0,38.0,638.0,2464.0,0
58303,169,26682,1,0,1,0.2,2.0,38.0,428.0,2374.0,0
58325,169,26759,1,0,1,0.2,2.0,38.0,638.0,2680.0,0
58348,169,26682,1,0,1,0.0,1.5,38.0,428.0,2374.0,0
58370,169,26682,1,0,1,0.2,1.5,38.0,638.0,2722.0,0
58393,169,26682,1,0,1,0.0,1.5,38.0,428.0,2158.0,0
58415,169,26682,1,0,1,0.0,1.5,38.0,638.0,2800.0,0
58438,169,26788,1,0,1,0.5,1.5,38.3,428.0,2428.0,0
58460,167,26782,1,0,1,0.0,1.5,38.3,638.0,2470.0,0
58483,167,26782,1,0,1,0.7,2.0,38.3,428.0,2356.0,0
58505,167,26782,1,0,1,0.5,2.0,38.2,638.0,2584.0,0
58528,167,26782,1,0,1,0.5,1.5,38.3,428.0,2356.0,0
58550,168,26785,1,0,1,0.5,1.5,38.3,548.0,2434.0,0
58573,168,26785,1,0,1,0.0,2.0,38.3,518.0,2368.0,0
58595,168,26785,1,0,1,0.0,2.0,38.3,548.0,2572.0,0
58618,168,26785,1,0,1,0.5,2.0,38.3,518.0,2584.0,0
58640,168,26785,1,0,1,0.2,1.5,38.3,548.0,2608.0,0
58663,168,26785,1,0,1,0.2,1.5,38.2,518.0,2584.0,0
58685,168,26785,1,0,1,0.2,1.5,38.3,548.0,2494.0,0
58708,168,26785,1,0,1,0.7,1.5,38.3,518.0,2446.0,0
58730,168,26785,1,0,1,0.2,1.5,38.3,548.0,2590.0,0
58753,168,26785,1,0,1,0.5,1.5,38.3,518.0,2308.0,0
58775,168,26785,1,0,1,0.2,1.5,38.3,548.0,2590.0,0
58798,168,26785,1,0,1,0.5,1.0,38.3,518.0,2524.0,0
58820,168,26785,1,0,1,0.2,1.0,38.3,548.0,2530.0,0
58843,168,26785,1,0,1,0.3,1.0,38.3,518.0,2506.0,0
58865,166,26779,1,0,1,0.5,1.0,38.3,488.0,2434.0,0
58888,166,26779,1,0,1,0.5,1.0,38.3,578.0,2452.0,0
58910,166,26779,1,0,1,0.5,0.5,38.3,550.0,2530.0,0
58933,166,26779,1,0,1,0.2,0.5,38.3,518.0,2542.0,0
58955,166,26779,1,0,1,0.0,0.5,38.3,548.0,2470.0,0
58978,166,26779,1,0,1,0.5,0.5,38.3,518.0,2542.0,0
59000,166,26779,1,0,1,0.2,0.0,38.3,488.0,2260.0,0
59023,166,26779,1,0,1,0.2,0.0,38.3,578.0,2662.0,0
59045,166,26779,1,0,1,0.0,0.0,38.3,488.0,2470.0,0
59068,166,26779,1,0,1,0.0,0.0,38.3,518.0,2344.0,0
59090,166,26779,1,0,1,0.2,0.0,38.3,548.0,2668.0,0
59112,167,26782,1,0,1,0.2,0.0,38.3,518.0,2542.0,0
59135,167,26782,1,0,1,0.5,0.0,38.3,488.0,2374.0,0
59157,167,26782,1,0,1,0.2,0.0,38.3,578.0,2680.0,0
59180,167,26782,1,0,1,0.0,0.0,38.3,488.0,2044.0,0
59202,167,26782,1,0,1,0.0,0.0,38.3,578.0,2506.0,0
59225,167,26782,1,0,1,0.5,0.0,38.3,488.0,2452.0,0
59247,167,26782,1,0,1,0.0,0.0,38.3,578.0,2584.0,0
59270,167,26782,1,0,1,0.2,0.0,38.3,488.0,2434.0,0
59292,167,26782,1,0,1,0.0,0.0,38.3,578.0,2644.0,0
59315,167,26782,1,0,1,0.2,0.5,38.3,428.0,2260.0,0
59337,167,26782,1,0,1,0.2,0.5,38.3,638.0,2662.0,0
59359,167,26782,1,0,1,0.2,0.5,38.3,428.0,2416.0,0
59382,167,26782,1,0,1,0.2,0.0,38.3,578.0,2680.0,0
59404,167,26782,1,0,1,0.0,0.0,38.3,488.0,2494.0,0
59427,166,26779,1,0,1,0.2,0.5,38.3,578.0,2422.0,0
59449,166,26779,1,0,1,0.5,0.0,38.3,428.0,2356.0,0
59472,166,26779,1,0,1,0.2,0.5,38.3,638.0,2722.0,0
59494,166,26779,1,0,1,0.2,1.0,38.2,428.0,2374.0,0
59517,166,26856,1,0,1,0.0,1.0,38.3,578.0,2644.0,0
59539,166,26779,1,0,1,0.2,1.0,38.2,488.0,2320.0,0
59562,166,26779,1,0,1,0.2,1.5,38.3,578.0,2542.0,0
59584,166,26779,1,0,1,0.5,1.5,38.3,428.0,2392.0,0
59607,166,26779,1,0,1,0.3,1.5,38.2,638.0,2662.0,0
59629,166,26779,1,0,1,0.0,1.5,38.3,428.0,2530.0,0
59652,166,26779,1,0,1,0.2,1.0,38.3,638.0,2740.0,0
59674,166,26779,1,0,1,0.5,1.0,38.2,428.0,2272.0,0
59696,166,26779,1,0,1,0.0,1.0,38.3,638.0,2644.0,0
59719,167,26782,1,0,1,0.0,1.0,38.3,428.0,2314.0,0
59742,167,26782,1,0,1,0.0,1.0,38.3,578.0,2620.0,0
59764,167,26782,1,0,1,0.2,1.0,38.3,488.0,2398.0,0
59786,167,26782,1,0,1,0.2,1.0,38.3,578.0,2386.0,0
59809,167,26782,1,0,1,0.2,1.5,38.3,428.0,2434.0,0
59832,167,26782,1,0,1,0.2,1.5,38.2,638.0,2620.0,0
59854,167,26782,1,0,1,0.2,1.5,38.3,428.0,2506.0,0
59877,167,26782,1,0,1,0.0,1.5,38.3,578.0,2644.0,0
59899,167,26782,1,0,1,0.5,1.0,38.3,488.0,2356.0,0
59921,167,26782,1,0,1,0.5,1.5,38.2,578.0,2464.0,0
59944,167,26782,1,0,1,0.7,1.5,38.2,428.0,2434.0,0
59966,167,26782,1,0,1,0.2,1.5,38.3,638.0,2428.0,0
59989,167,26782,1,0,1,0.5,1.5,38.3,428.0,2410.0,0
60011,166,26779,1,0,1,0.2,1.0,38.3,578.0,2620.0,0
60034,166,26779,1,0,1,0.2,1.0,38.3,488.0,2512.0,0
60056,166,26779,1,0,1,0.5,1.0,38.3,578.0,2602.0,0
60079,166,26779,1,0,1,0.2,1.5,38.3,488.0,2590.0,0
60101,166,26779,1,0,1,0.5,1.5,38.3,578.0,2344.0,0
60124,166,26856,1,0,1,0.2,2.0,38.3,488.0,2452.0,0
60146,167,26782,1,0,1,0.0,2.5,38.2,488.0,2452.0,0
60169,167,26782,1,0,1,0.2,2.5,38.3,488.0,2434.0,0
60191,167,26782,1,0,1,0.2,2.5,38.3,578.0,2698.0,0
60214,167,26782,1,0,1,0.5,2.5,38.3,398.0,2206.0,0
60236,167,26782,1,0,1,0.0,2.5,38.3,578.0,2644.0,0
60258,167,26782,1,0,1,0.2,2.5,38.3,488.0,2314.0,0
60281,167,26782,1,0,1,0.0,3.0,38.3,488.0,2392.0,0
60303,167,26782,1,0,1,0.2,2.5,38.3,488.0,2470.0,0
60326,167,26782,1,0,1,0.0,2.5,38.3,488.0,2488.0,0
60348,167,26782,1,0,1,0.2,2.5,38.3,488.0,2434.0,0
60371,167,26782,1,0,1,0.0,2.5,38.3,578.0,2644.0,0
60393,167,26782,1,0,1,0.0,3.5000000000000004,38.3,398.0,2206.0,0
60416,167,26782,1,0,1,0.7,3.5000000000000004,38.3,578.0,2644.0,0
60438,167,26782,1,0,1,0.0,4.0,38.3,488.0,2392.0,0
60461,166,26779,1,0,1,0.0,4.0,38.2,578.0,2428.0,0
60483,166,26779,1,0,1,0.0,4.0,38.3,488.0,2416.0,0
60506,166,26779,1,0,1,0.0,4.0,38.2,578.0,2542.0,0
60529,166,26779,1,0,1,0.0,4.0,38.2,488.0,2626.0,0
60551,166,26779,1,0,1,0.2,4.0,38.2,578.0,2644.0,0
60574,166,26779,1,0,1,0.0,4.0,38.3,398.0,2362.0,0
60596,166,26779,1,0,1,0.5,4.0,38.3,578.0,2584.0,0
60619,166,26779,1,0,1,0.2,4.0,38.3,488.0,2416.0,0
60641,166,26779,1,0,1,0.2,4.0,38.3,488.0,2338.0,0
60664,166,26779,1,0,1,0.0,4.0,38.3,428.0,2470.0,0
60686,166,26779,1,0,1,0.2,4.5,38.3,548.0,2452.0,0
60708,166,26779,1,0,1,0.2,4.0,38.3,428.0,2392.0,0
60731,166,26779,1,0,1,0.0,4.5,38.3,578.0,2680.0,0
60753,166,26779,1,0,1,0.2,4.5,38.3,488.0,2374.0,0
60776,166,26779,1,0,1,1.5,4.0,38.2,578.0,2470.0,0
60798,156,22358,1,0,1,2.3,4.0,34.6,428.0,2506.0,0
60821,157,22361,1,0,1,3.3,4.0,34.6,638.0,2428.0,0
60843,157,22361,1,0,1,0.5,4.0,34.6,428.0,2296.0,0
60866,157,22361,1,0,1,0.5,3.5000000000000004,34.6,578.0,2602.0,0
60888,156,22349,1,0,1,0.2,4.0,34.5,488.0,2296.0,0
60911,156,22349,1,0,1,0.2,4.0,34.5,578.0,2704.0,0
60933,156,22349,1,0,1,0.2,3.5000000000000004,34.6,428.0,2020.0,0
60956,156,22349,1,0,1,0.0,3.5000000000000004,34.6,638.0,2878.0,0
60979,156,22349,1,0,1,0.2,4.0,34.5,428.0,5308.0,0
61001,156,22349,1,0,1,0.0,4.0,34.6,638.0,3208.0,0
61024,156,22349,1,0,1,0.5,4.0,34.6,428.0,2614.0,0
61046,156,22349,1,0,1,0.2,4.0,34.5,638.0,2524.0,0
61069,156,22349,1,0,1,0.5,4.5,34.5,428.0,2176.0,0
61091,156,22349,1,0,1,0.0,4.5,34.6,638.0,2782.0,0
61114,153,22340,1,0,1,0.3,4.5,34.5,428.0,2392.0,0
61137,153,22340,1,0,1,0.2,4.0,34.5,638.0,2662.0,0
61159,153,22340,1,0,1,0.2,4.5,34.6,428.0,2530.0,0
61182,153,22340,1,0,1,0.4,4.0,34.6,638.0,2464.0,0
61205,153,22340,1,0,1,0.0,4.0,34.6,428.0,2512.0,0
61228,153,22340,1,0,1,0.0,4.0,34.6,638.0,2620.0,0
61250,153,22340,1,0,1,0.0,4.0,34.6,428.0,2434.0,0
61273,153,22340,1,0,1,0.2,4.5,34.6,638.0,2740.0,0
61295,153,22340,1,0,1,0.7,4.5,34.6,428.0,2122.0,0
61318,153,22417,1,0,1,0.2,4.0,34.5,638.0,2764.0,0
61341,153,22340,1,0,1,0.2,4.0,34.6,428.0,2410.0,0
61364,153,22340,1,0,1,0.2,4.0,34.6,638.0,2602.0,0
61387,153,22340,1,0,1,0.0,4.0,34.5,428.0,2314.0,0
61409,153,22340,1,0,1,0.0,4.0,34.6,578.0,2428.0,0
61432,153,22340,1,0,1,0.0,4.0,34.6,488.0,2590.0,0
61455,153,22340,1,0,1,0.0,4.0,34.5,578.0,2584.0,0
61477,153,22340,1,0,1,0.2,3.5000000000000004,34.5,428.0,2176.0,0
61500,167,27021,1,0,1,0.2,3.5000000000000004,37.9,638.0,2860.0,0
61523,169,26788,1,0,1,0.3,3.5000000000000004,37.9,428.0,2392.0,0
61545,169,26788,1,0,1,0.2,3.5000000000000004,38.0,578.0,2482.0,0
61568,169,26788,1,0,1,0.2,3.5000000000000004,37.9,488.0,2512.0,0
61591,169,26788,1,0,1,0.5,4.0,37.9,578.0,2620.0,0
61614,169,26788,1,0,1,0.0,4.0,37.9,518.0,2674.0,0
61637,169,26788,1,0,1,0.5,4.0,37.9,548.0,2572.0,0
61660,169,26788,1,0,1,0.2,3.5000000000000004,37.9,518.0,2482.0,0
61683,169,26788,1,0,1,0.2,4.0,38.0,488.0,2572.0,0
61706,169,26788,1,0,1,0.2,4.0,37.9,578.0,2644.0,0
61729,169,26788,1,0,1,0.2,4.0,37.9,488.0,2332.0,0
61752,169,26788,1,0,1,0.2,4.0,38.0,578.0,2662.0,0
61775,169,26788,1,0,1,0.5,3.5000000000000004,38.0,488.0,2410.0,0
61798,168,26785,1,0,1,0.7,4.0,38.0,578.0,2566.0,0
61821,168,26785,1,0,1,0.3,3.5000000000000004,38.0,488.0,2452.0,0
61844,167,26782,1,0,1,0.2,3.5000000000000004,38.0,578.0,2680.0,0
61867,167,26782,1,0,1,0.0,3.5000000000000004,38.0,428.0,2608.0,0
61890,167,26782,1,0,1,0.0,3.5000000000000004,38.0,638.0,2602.0,0
61913,167,26859,1,0,1,0.7,3.5000000000000004,38.0,428.0,2194.0,0
61936,167,26782,1,0,1,0.2,4.0,38.0,578.0,2758.0,0
61959,167,26782,1,0,1,0.2,3.5000000000000004,38.0,488.0,2236.0,0
61982,167,26782,1,0,1,0.7,3.5000000000000004,37.9,578.0,2620.0,0
62005,167,26782,1,0,1,0.0,3.5000000000000004,37.9,518.0,2662.0,0
62028,167,26782,1,0,1,0.2,3.5000000000000004,38.0,548.0,2416.0,0
62050,167,26782,1,0,1,0.0,3.5000000000000004,38.0,518.0,2698.0,0
62073,166,26779,1,0,1,0.2,3.5000000000000004,38.0,488.0,2296.0,0
62097,166,26779,1,0,1,0.5,3.5000000000000004,37.9,578.0,2644.0,0
62120,166,26779,1,0,1,0.7,4.0,37.9,488.0,2512.0,0
62143,167,26782,1,0,1,0.2,4.0,38.0,518.0,2284.0,0
